country_or_area,slope,r_squared,year,unit,quantity
India,78.21930748964982,0.06595914248920635,2010,"Metric tons,  thousand",166
India,78.21930748964982,0.06595914248920635,2011,"Metric tons,  thousand",168
India,78.21930748964982,0.06595914248920635,2012,"Metric tons,  thousand",214
India,78.21930748964982,0.06595914248920635,2013,"Metric tons,  thousand",6751
India,78.21930748964982,0.06595914248920635,2014,"Metric tons,  thousand",6536
Pakistan,-6.388260769230769,0.1649003948363921,1990,"Metric tons,  thousand",439
Pakistan,-6.388260769230769,0.1649003948363921,1991,"Metric tons,  thousand",347
Pakistan,-6.388260769230769,0.1649003948363921,1992,"Metric tons,  thousand",253
Pakistan,-6.388260769230769,0.1649003948363921,1993,"Metric tons,  thousand",315
Pakistan,-6.388260769230769,0.1649003948363921,1994,"Metric tons,  thousand",339
Pakistan,-6.388260769230769,0.1649003948363921,1995,"Metric tons,  thousand",345
Pakistan,-6.388260769230769,0.1649003948363921,1996,"Metric tons,  thousand",331
Pakistan,-6.388260769230769,0.1649003948363921,1997,"Metric tons,  thousand",181
Pakistan,-6.388260769230769,0.1649003948363921,1998,"Metric tons,  thousand",143
Pakistan,-6.388260769230769,0.1649003948363921,1999,"Metric tons,  thousand",124
Pakistan,-6.388260769230769,0.1649003948363921,2000,"Metric tons,  thousand",100
Pakistan,-6.388260769230769,0.1649003948363921,2001,"Metric tons,  thousand",112
Pakistan,-6.388260769230769,0.1649003948363921,2002,"Metric tons,  thousand",85
Pakistan,-6.388260769230769,0.1649003948363921,2003,"Metric tons,  thousand",60.185
Pakistan,-6.388260769230769,0.1649003948363921,2004,"Metric tons,  thousand",53.171
Pakistan,-6.388260769230769,0.1649003948363921,2005,"Metric tons,  thousand",30.606
Pakistan,-6.388260769230769,0.1649003948363921,2006,"Metric tons,  thousand",41.954
Pakistan,-6.388260769230769,0.1649003948363921,2007,"Metric tons,  thousand",159.2
Pakistan,-6.388260769230769,0.1649003948363921,2008,"Metric tons,  thousand",165.4
Pakistan,-6.388260769230769,0.1649003948363921,2009,"Metric tons,  thousand",249.7
Pakistan,-6.388260769230769,0.1649003948363921,2010,"Metric tons,  thousand",100
Pakistan,-6.388260769230769,0.1649003948363921,2011,"Metric tons,  thousand",193.2
Pakistan,-6.388260769230769,0.1649003948363921,2012,"Metric tons,  thousand",208
Pakistan,-6.388260769230769,0.1649003948363921,2013,"Metric tons,  thousand",290
Pakistan,-6.388260769230769,0.1649003948363921,2014,"Metric tons,  thousand",304
Oman,-25.31403508771695,0.3260687238767801,1996,"Metric tons,  thousand",395
Oman,-25.31403508771695,0.3260687238767801,1997,"Metric tons,  thousand",401
Oman,-25.31403508771695,0.3260687238767801,1998,"Metric tons,  thousand",452
Oman,-25.31403508771695,0.3260687238767801,1999,"Metric tons,  thousand",467
Oman,-25.31403508771695,0.3260687238767801,2000,"Metric tons,  thousand",520
Oman,-25.31403508771695,0.3260687238767801,2001,"Metric tons,  thousand",572
Oman,-25.31403508771695,0.3260687238767801,2002,"Metric tons,  thousand",618
Oman,-25.31403508771695,0.3260687238767801,2003,"Metric tons,  thousand",641
Oman,-25.31403508771695,0.3260687238767801,2004,"Metric tons,  thousand",688
Oman,-25.31403508771695,0.3260687238767801,2005,"Metric tons,  thousand",757
Oman,-25.31403508771695,0.3260687238767801,2006,"Metric tons,  thousand",795
Oman,-25.31403508771695,0.3260687238767801,2007,"Metric tons,  thousand",82
Oman,-25.31403508771695,0.3260687238767801,2008,"Metric tons,  thousand",87
Oman,-25.31403508771695,0.3260687238767801,2009,"Metric tons,  thousand",107
Oman,-25.31403508771695,0.3260687238767801,2010,"Metric tons,  thousand",127
Oman,-25.31403508771695,0.3260687238767801,2011,"Metric tons,  thousand",132
Oman,-25.31403508771695,0.3260687238767801,2012,"Metric tons,  thousand",146
Oman,-25.31403508771695,0.3260687238767801,2013,"Metric tons,  thousand",163
Oman,-25.31403508771695,0.3260687238767801,2014,"Metric tons,  thousand",179
Syrian Arab Republic,-0.5684615384615377,0.003295623102871867,1990,"Metric tons,  thousand",368
Syrian Arab Republic,-0.5684615384615377,0.003295623102871867,1991,"Metric tons,  thousand",368
Syrian Arab Republic,-0.5684615384615377,0.003295623102871867,1992,"Metric tons,  thousand",368
Syrian Arab Republic,-0.5684615384615377,0.003295623102871867,1993,"Metric tons,  thousand",368
Syrian Arab Republic,-0.5684615384615377,0.003295623102871867,1994,"Metric tons,  thousand",368
Syrian Arab Republic,-0.5684615384615377,0.003295623102871867,1995,"Metric tons,  thousand",368
Syrian Arab Republic,-0.5684615384615377,0.003295623102871867,1996,"Metric tons,  thousand",368
Syrian Arab Republic,-0.5684615384615377,0.003295623102871867,1997,"Metric tons,  thousand",359
Syrian Arab Republic,-0.5684615384615377,0.003295623102871867,1998,"Metric tons,  thousand",370
Syrian Arab Republic,-0.5684615384615377,0.003295623102871867,1999,"Metric tons,  thousand",358
Syrian Arab Republic,-0.5684615384615377,0.003295623102871867,2000,"Metric tons,  thousand",363
Syrian Arab Republic,-0.5684615384615377,0.003295623102871867,2001,"Metric tons,  thousand",336
Syrian Arab Republic,-0.5684615384615377,0.003295623102871867,2002,"Metric tons,  thousand",351
Syrian Arab Republic,-0.5684615384615377,0.003295623102871867,2003,"Metric tons,  thousand",340
Syrian Arab Republic,-0.5684615384615377,0.003295623102871867,2004,"Metric tons,  thousand",359
Syrian Arab Republic,-0.5684615384615377,0.003295623102871867,2005,"Metric tons,  thousand",323
Syrian Arab Republic,-0.5684615384615377,0.003295623102871867,2006,"Metric tons,  thousand",361
Syrian Arab Republic,-0.5684615384615377,0.003295623102871867,2007,"Metric tons,  thousand",534
Syrian Arab Republic,-0.5684615384615377,0.003295623102871867,2008,"Metric tons,  thousand",514
Syrian Arab Republic,-0.5684615384615377,0.003295623102871867,2009,"Metric tons,  thousand",453
Syrian Arab Republic,-0.5684615384615377,0.003295623102871867,2010,"Metric tons,  thousand",450
Syrian Arab Republic,-0.5684615384615377,0.003295623102871867,2011,"Metric tons,  thousand",441
Syrian Arab Republic,-0.5684615384615377,0.003295623102871867,2012,"Metric tons,  thousand",313
Syrian Arab Republic,-0.5684615384615377,0.003295623102871867,2013,"Metric tons,  thousand",207
Syrian Arab Republic,-0.5684615384615377,0.003295623102871867,2014,"Metric tons,  thousand",207
Philippines,-33.26365384615383,0.42666082507405917,1990,"Metric tons,  thousand",329
Philippines,-33.26365384615383,0.42666082507405917,1991,"Metric tons,  thousand",767
Philippines,-33.26365384615383,0.42666082507405917,1992,"Metric tons,  thousand",1003
Philippines,-33.26365384615383,0.42666082507405917,1993,"Metric tons,  thousand",1e3
Philippines,-33.26365384615383,0.42666082507405917,1994,"Metric tons,  thousand",1150
Philippines,-33.26365384615383,0.42666082507405917,1995,"Metric tons,  thousand",1200
Philippines,-33.26365384615383,0.42666082507405917,1996,"Metric tons,  thousand",1250
Philippines,-33.26365384615383,0.42666082507405917,1997,"Metric tons,  thousand",501
Philippines,-33.26365384615383,0.42666082507405917,1998,"Metric tons,  thousand",538
Philippines,-33.26365384615383,0.42666082507405917,1999,"Metric tons,  thousand",211
Philippines,-33.26365384615383,0.42666082507405917,2000,"Metric tons,  thousand",154
Philippines,-33.26365384615383,0.42666082507405917,2001,"Metric tons,  thousand",223
Philippines,-33.26365384615383,0.42666082507405917,2002,"Metric tons,  thousand",183
Philippines,-33.26365384615383,0.42666082507405917,2003,"Metric tons,  thousand",147
Philippines,-33.26365384615383,0.42666082507405917,2004,"Metric tons,  thousand",205
Philippines,-33.26365384615383,0.42666082507405917,2005,"Metric tons,  thousand",151
Philippines,-33.26365384615383,0.42666082507405917,2006,"Metric tons,  thousand",146
Philippines,-33.26365384615383,0.42666082507405917,2007,"Metric tons,  thousand",183.31
Philippines,-33.26365384615383,0.42666082507405917,2008,"Metric tons,  thousand",239.2
Philippines,-33.26365384615383,0.42666082507405917,2009,"Metric tons,  thousand",267.6
Philippines,-33.26365384615383,0.42666082507405917,2010,"Metric tons,  thousand",338.9
Philippines,-33.26365384615383,0.42666082507405917,2011,"Metric tons,  thousand",185.9
Philippines,-33.26365384615383,0.42666082507405917,2012,"Metric tons,  thousand",198.7
Philippines,-33.26365384615383,0.42666082507405917,2013,"Metric tons,  thousand",253.8
Philippines,-33.26365384615383,0.42666082507405917,2014,"Metric tons,  thousand",342.6
Greece,0.3215384615384603,9.756462559203644e-4,1990,"Metric tons,  thousand",315
Greece,0.3215384615384603,9.756462559203644e-4,1991,"Metric tons,  thousand",319
Greece,0.3215384615384603,9.756462559203644e-4,1992,"Metric tons,  thousand",339
Greece,0.3215384615384603,9.756462559203644e-4,1993,"Metric tons,  thousand",287
Greece,0.3215384615384603,9.756462559203644e-4,1994,"Metric tons,  thousand",272
Greece,0.3215384615384603,9.756462559203644e-4,1995,"Metric tons,  thousand",305
Greece,0.3215384615384603,9.756462559203644e-4,1996,"Metric tons,  thousand",381
Greece,0.3215384615384603,9.756462559203644e-4,1997,"Metric tons,  thousand",367
Greece,0.3215384615384603,9.756462559203644e-4,1998,"Metric tons,  thousand",371
Greece,0.3215384615384603,9.756462559203644e-4,1999,"Metric tons,  thousand",336
Greece,0.3215384615384603,9.756462559203644e-4,2000,"Metric tons,  thousand",382
Greece,0.3215384615384603,9.756462559203644e-4,2001,"Metric tons,  thousand",376
Greece,0.3215384615384603,9.756462559203644e-4,2002,"Metric tons,  thousand",465
Greece,0.3215384615384603,9.756462559203644e-4,2003,"Metric tons,  thousand",499
Greece,0.3215384615384603,9.756462559203644e-4,2004,"Metric tons,  thousand",454
Greece,0.3215384615384603,9.756462559203644e-4,2005,"Metric tons,  thousand",429
Greece,0.3215384615384603,9.756462559203644e-4,2006,"Metric tons,  thousand",438
Greece,0.3215384615384603,9.756462559203644e-4,2007,"Metric tons,  thousand",514
Greece,0.3215384615384603,9.756462559203644e-4,2008,"Metric tons,  thousand",425
Greece,0.3215384615384603,9.756462559203644e-4,2009,"Metric tons,  thousand",338
Greece,0.3215384615384603,9.756462559203644e-4,2010,"Metric tons,  thousand",324
Greece,0.3215384615384603,9.756462559203644e-4,2011,"Metric tons,  thousand",301
Greece,0.3215384615384603,9.756462559203644e-4,2012,"Metric tons,  thousand",266
Greece,0.3215384615384603,9.756462559203644e-4,2013,"Metric tons,  thousand",233
Greece,0.3215384615384603,9.756462559203644e-4,2014,"Metric tons,  thousand",274
