country_or_area,slope,r_squared,year,unit,quantity
Iran (Islamic Rep. of),67146.6589815446,0.9441411714991399,2009,Terajoules,1693667.484
Iran (Islamic Rep. of),67146.6589815446,0.9441411714991399,2010,Terajoules,1751652.69
Iran (Islamic Rep. of),67146.6589815446,0.9441411714991399,2011,Terajoules,1517955.921
Iran (Islamic Rep. of),67146.6589815446,0.9441411714991399,2012,Terajoules,1587842.532
Iran (Islamic Rep. of),67146.6589815446,0.9441411714991399,2013,Terajoules,1430041.608
Iran (Islamic Rep. of),67146.6589815446,0.9441411714991399,2014,Terajoules,1974581
"Germany, Fed. R. (former)",NA,0,1990,Terajoules,277712
Venezuela (Bolivar. Rep.),57.18508123076683,1.8804947764119052e-4,1990,Terajoules,259723
Venezuela (Bolivar. Rep.),57.18508123076683,1.8804947764119052e-4,1991,Terajoules,222023
Venezuela (Bolivar. Rep.),57.18508123076683,1.8804947764119052e-4,1992,Terajoules,229247
Venezuela (Bolivar. Rep.),57.18508123076683,1.8804947764119052e-4,1993,Terajoules,248475
Venezuela (Bolivar. Rep.),57.18508123076683,1.8804947764119052e-4,1994,Terajoules,260808
Venezuela (Bolivar. Rep.),57.18508123076683,1.8804947764119052e-4,1995,Terajoules,264336
Venezuela (Bolivar. Rep.),57.18508123076683,1.8804947764119052e-4,1996,Terajoules,258742
Venezuela (Bolivar. Rep.),57.18508123076683,1.8804947764119052e-4,1997,Terajoules,274600
Venezuela (Bolivar. Rep.),57.18508123076683,1.8804947764119052e-4,1998,Terajoules,295283.1
Venezuela (Bolivar. Rep.),57.18508123076683,1.8804947764119052e-4,1999,Terajoules,247402.5987
Venezuela (Bolivar. Rep.),57.18508123076683,1.8804947764119052e-4,2000,Terajoules,231189.4981
Venezuela (Bolivar. Rep.),57.18508123076683,1.8804947764119052e-4,2001,Terajoules,286314.8003
Venezuela (Bolivar. Rep.),57.18508123076683,1.8804947764119052e-4,2002,Terajoules,264910.299
Venezuela (Bolivar. Rep.),57.18508123076683,1.8804947764119052e-4,2003,Terajoules,188472.6006
Venezuela (Bolivar. Rep.),57.18508123076683,1.8804947764119052e-4,2004,Terajoules,204695
Venezuela (Bolivar. Rep.),57.18508123076683,1.8804947764119052e-4,2005,Terajoules,195046.9992
Venezuela (Bolivar. Rep.),57.18508123076683,1.8804947764119052e-4,2006,Terajoules,219181
Venezuela (Bolivar. Rep.),57.18508123076683,1.8804947764119052e-4,2007,Terajoules,230598
Venezuela (Bolivar. Rep.),57.18508123076683,1.8804947764119052e-4,2008,Terajoules,217770
Venezuela (Bolivar. Rep.),57.18508123076683,1.8804947764119052e-4,2009,Terajoules,218829
Venezuela (Bolivar. Rep.),57.18508123076683,1.8804947764119052e-4,2010,Terajoules,284506
Venezuela (Bolivar. Rep.),57.18508123076683,1.8804947764119052e-4,2011,Terajoules,253200
Venezuela (Bolivar. Rep.),57.18508123076683,1.8804947764119052e-4,2012,Terajoules,300446
Venezuela (Bolivar. Rep.),57.18508123076683,1.8804947764119052e-4,2013,Terajoules,254992
Venezuela (Bolivar. Rep.),57.18508123076683,1.8804947764119052e-4,2014,Terajoules,273413
Argentina,19924.25461538461,0.9280266117612128,1990,Terajoules,243136
Argentina,19924.25461538461,0.9280266117612128,1991,Terajoules,257654
Argentina,19924.25461538461,0.9280266117612128,1992,Terajoules,251931
Argentina,19924.25461538461,0.9280266117612128,1993,Terajoules,263783
Argentina,19924.25461538461,0.9280266117612128,1994,Terajoules,250196
Argentina,19924.25461538461,0.9280266117612128,1995,Terajoules,230197
Argentina,19924.25461538461,0.9280266117612128,1996,Terajoules,388861
Argentina,19924.25461538461,0.9280266117612128,1997,Terajoules,373695
Argentina,19924.25461538461,0.9280266117612128,1998,Terajoules,390675
Argentina,19924.25461538461,0.9280266117612128,1999,Terajoules,471387
Argentina,19924.25461538461,0.9280266117612128,2000,Terajoules,497532
Argentina,19924.25461538461,0.9280266117612128,2001,Terajoules,419747
Argentina,19924.25461538461,0.9280266117612128,2002,Terajoules,386850
Argentina,19924.25461538461,0.9280266117612128,2003,Terajoules,448917
Argentina,19924.25461538461,0.9280266117612128,2004,Terajoules,492022
Argentina,19924.25461538461,0.9280266117612128,2005,Terajoules,506552
Argentina,19924.25461538461,0.9280266117612128,2006,Terajoules,536914
Argentina,19924.25461538461,0.9280266117612128,2007,Terajoules,582151
Argentina,19924.25461538461,0.9280266117612128,2008,Terajoules,615354
Argentina,19924.25461538461,0.9280266117612128,2009,Terajoules,616394
Argentina,19924.25461538461,0.9280266117612128,2010,Terajoules,586554
Argentina,19924.25461538461,0.9280266117612128,2011,Terajoules,626708
Argentina,19924.25461538461,0.9280266117612128,2012,Terajoules,688255
Argentina,19924.25461538461,0.9280266117612128,2013,Terajoules,624838
Argentina,19924.25461538461,0.9280266117612128,2014,Terajoules,720541
Kazakhstan,2098.0691769764235,0.08909056187116046,1992,Terajoules,189263
Kazakhstan,2098.0691769764235,0.08909056187116046,1993,Terajoules,126672
Kazakhstan,2098.0691769764235,0.08909056187116046,1994,Terajoules,97530
Kazakhstan,2098.0691769764235,0.08909056187116046,1995,Terajoules,121356
Kazakhstan,2098.0691769764235,0.08909056187116046,1996,Terajoules,94137
Kazakhstan,2098.0691769764235,0.08909056187116046,1997,Terajoules,1e5
Kazakhstan,2098.0691769764235,0.08909056187116046,1998,Terajoules,98435
Kazakhstan,2098.0691769764235,0.08909056187116046,1999,Terajoules,43853
